id,default,idade,sexo,dependentes,escolaridade,estado_civil,salario_anual,tipo_cartao,meses_de_relacionamento,qtd_produtos,iteracoes_12m,meses_inativo_12m,limite_credito,valor_transacoes_12m,qtd_transacoes_12m
708997833,0,49,F,4,doutorado,solteiro,$40K - $60K,blue,39,5,1,3,3255.63,4045.04,62
788638908,0,43,F,2,mestrado,divorciado,menos que $40K,blue,30,4,4,2,2351.85,4278.86,71
715607958,0,45,F,2,mestrado,casado,menos que $40K,blue,36,6,3,1,4202.5,4385.09,78
708515358,0,40,F,1,ensino medio,casado,menos que $40K,blue,36,6,2,3,4712.25,4216.07,82
716357058,0,53,M,3,sem educacao formal,solteiro,$80K - $120K,blue,36,4,1,3,2611.9,2955.93,56
716822583,0,39,F,2,ensino medio,solteiro,menos que $40K,blue,36,4,3,2,5245.53,3648.62,74
721109358,0,39,M,3,ensino medio,casado,$60K - $80K,blue,27,6,1,2,2583.5,4162.83,87
715492983,0,40,M,3,doutorado,casado,$120K +,blue,36,4,4,2,7464.24,4348.89,62
708334158,0,46,F,3,mestrado,divorciado,menos que $40K,blue,34,4,4,2,9863.65,3068.57,58
793345008,0,44,F,3,sem educacao formal,solteiro,menos que $40K,blue,38,4,3,1,1438.33,4287.14,80
715487733,1,44,F,4,mestrado,casado,$40K - $60K,blue,36,6,3,3,1452.55,2287.12,42
708154833,1,39,F,2,mestrado,solteiro,menos que $40K,blue,27,1,3,3,1438.08,2336.55,46
721147383,0,37,F,2,ensino medio,solteiro,menos que $40K,blue,22,4,4,2,2448.96,4087.68,81
788941983,1,36,F,3,mestrado,solteiro,$40K - $60K,blue,22,1,1,3,2013.84,2425.21,50
715603233,0,53,F,3,sem educacao formal,casado,$40K - $60K,blue,42,6,2,1,2293.12,4436.83,74
709945458,0,52,M,3,sem educacao formal,solteiro,$60K - $80K,blue,40,3,1,1,1438.21,4791.26,82
768167358,0,37,M,4,doutorado,solteiro,$60K - $80K,blue,31,6,0,3,1702.23,4301.65,86
721384308,0,39,F,1,sem educacao formal,casado,$40K - $60K,blue,36,4,4,1,3272.22,4763.86,86
713610933,0,40,F,2,sem educacao formal,casado,menos que $40K,blue,26,3,1,2,2708.5,4277.76,90
714257958,0,41,F,3,doutorado,solteiro,menos que $40K,blue,31,4,1,2,1738.18,4220.39,68
720204558,0,45,F,2,ensino medio,casado,menos que $40K,blue,36,4,3,1,1640.09,4597.85,77
787596558,0,50,M,1,sem educacao formal,casado,$120K +,blue,23,5,1,2,7116.4,4748.68,85
716041908,0,54,F,1,ensino medio,solteiro,menos que $40K,blue,43,5,4,2,2082.1,4383.37,75
828227433,0,50,M,2,ensino medio,solteiro,$60K - $80K,blue,46,6,4,2,5626.73,4957.4,84
714487458,1,49,F,5,mestrado,divorciado,$40K - $60K,blue,40,6,2,4,2920.77,2306.15,39
711390333,1,59,M,0,doutorado,casado,$80K - $120K,blue,46,5,2,4,6526.83,2331.14,45
787974108,1,37,F,1,ensino medio,solteiro,$40K - $60K,blue,27,4,2,2,1793.72,2374.04,40
788752833,0,52,F,2,ensino medio,divorciado,menos que $40K,blue,32,6,4,3,2427.85,3857.77,69
773108958,0,55,F,2,sem educacao formal,casado,$40K - $60K,blue,48,4,1,1,3011.92,4439.86,75
827423433,0,41,F,4,mestrado,divorciado,menos que $40K,blue,37,5,4,1,7492.92,3668.53,67
779219208,0,38,F,2,ensino medio,solteiro,menos que $40K,blue,28,5,3,1,1744.52,4811.19,86
721121283,0,37,F,2,mestrado,solteiro,$40K - $60K,blue,24,4,4,1,2573.6,4289.8,81
716614683,0,49,M,3,graduacao,solteiro,$60K - $80K,gold,36,5,1,3,34516.6,3847.39,73
789942033,1,43,M,4,mestrado,solteiro,$60K - $80K,blue,34,5,3,3,10573.13,2237.14,43
740784258,0,47,F,2,graduacao,solteiro,menos que $40K,blue,40,4,3,3,1789.84,4191.11,90
768141558,0,51,M,3,graduacao,solteiro,$40K - $60K,blue,45,4,0,3,3272.53,4220.84,74
717179508,0,33,F,0,mestrado,solteiro,menos que $40K,blue,26,6,3,1,2382.25,4011.81,68
716520033,0,52,M,2,doutorado,casado,$80K - $120K,blue,36,6,1,4,1981.4,4639.45,61
783625008,0,51,M,2,doutorado,solteiro,$120K +,blue,45,4,2,2,22294.0,3444.83,71
769330908,0,49,F,4,ensino medio,casado,menos que $40K,blue,43,5,4,3,2574.18,4134.18,62
789396783,0,30,F,0,ensino medio,solteiro,menos que $40K,blue,20,3,4,3,2112.47,4729.45,78
770753733,0,42,F,5,graduacao,solteiro,menos que $40K,blue,28,4,2,3,3044.44,4854.67,85
712659408,0,57,M,1,ensino medio,casado,$40K - $60K,blue,45,3,2,3,2721.18,4578.65,81
779655183,0,48,M,4,graduacao,solteiro,$80K - $120K,blue,31,6,3,1,5033.57,4054.91,82
713345508,0,43,F,2,ensino medio,solteiro,menos que $40K,blue,36,4,2,3,2325.51,4471.66,83
711379083,0,60,F,0,doutorado,solteiro,menos que $40K,blue,42,5,3,3,2758.43,5124.2,74
789144633,0,45,M,1,mestrado,casado,$80K - $120K,blue,34,3,2,2,9705.69,2001.7,34
708393633,0,41,F,0,ensino medio,casado,menos que $40K,blue,31,4,4,2,2685.95,4625.46,94
708657033,0,60,F,2,graduacao,solteiro,menos que $40K,blue,54,5,2,3,2694.54,3837.5,71
717949008,1,40,F,4,ensino medio,solteiro,$40K - $60K,blue,29,5,3,2,1554.77,2341.61,43
718243533,0,48,M,3,doutorado,divorciado,$60K - $80K,blue,36,3,4,3,2648.61,3880.77,74
779754408,0,44,M,3,mestrado,solteiro,$40K - $60K,blue,33,3,2,2,2477.83,4349.89,69
711832533,0,42,M,3,ensino medio,solteiro,$80K - $120K,silver,32,3,3,3,34516.34,3748.56,62
788552658,0,46,F,4,sem educacao formal,casado,menos que $40K,blue,30,3,1,3,2479.32,4562.64,86
712734933,1,43,F,2,graduacao,casado,menos que $40K,blue,36,5,3,2,4020.97,1952.11,39
711796683,0,50,F,2,mestrado,solteiro,menos que $40K,blue,38,5,2,4,7398.53,4311.69,73
709407933,0,51,M,3,ensino medio,solteiro,$80K - $120K,silver,38,5,4,3,34516.88,4544.37,80
720494058,0,51,F,2,graduacao,casado,menos que $40K,blue,25,4,3,3,3042.48,4781.74,79
717050883,0,60,F,1,ensino medio,solteiro,menos que $40K,blue,36,5,2,2,2688.86,4183.7,71
715659333,0,43,F,4,ensino medio,solteiro,$40K - $60K,blue,36,3,2,3,4902.48,4508.97,69
720175008,0,48,F,2,doutorado,casado,$40K - $60K,blue,34,3,4,1,5069.06,4055.79,66
713334483,1,46,M,1,doutorado,solteiro,$60K - $80K,blue,32,5,3,2,8766.47,2263.07,35
708360108,0,50,M,1,graduacao,solteiro,$40K - $60K,blue,41,3,1,1,2800.65,4869.09,90
716631708,0,56,M,2,ensino medio,casado,$60K - $80K,blue,36,4,1,3,2713.97,4027.03,67
713025558,1,53,F,5,doutorado,solteiro,menos que $40K,blue,38,3,3,2,1438.0,1935.26,47
710506683,0,47,F,4,ensino medio,solteiro,$40K - $60K,blue,39,3,0,1,1746.38,4543.03,75
712428333,0,49,M,3,sem educacao formal,solteiro,$80K - $120K,blue,41,3,4,3,2930.21,4041.93,75
718041033,0,47,F,4,mestrado,casado,menos que $40K,blue,36,6,4,1,2178.88,5363.78,76
718164858,0,42,F,4,doutorado,casado,menos que $40K,blue,34,5,2,3,2021.13,4642.57,97
809565183,1,52,F,1,mestrado,solteiro,menos que $40K,blue,47,3,4,3,1842.78,2650.33,43
778377183,0,49,M,3,mestrado,solteiro,$120K +,blue,29,5,2,2,18284.83,4846.83,92
712845258,0,41,M,2,sem educacao formal,casado,$80K - $120K,gold,33,5,2,3,34516.31,4161.05,71
787441383,0,52,F,0,mestrado,casado,menos que $40K,blue,37,3,2,1,1793.79,3989.09,62
711345258,0,52,F,2,ensino medio,casado,$40K - $60K,blue,44,3,1,3,5731.75,4751.26,85
713685033,1,44,F,2,mestrado,casado,menos que $40K,blue,33,3,2,2,2417.2,1848.65,38
718205283,0,48,F,3,graduacao,solteiro,$40K - $60K,blue,37,6,1,3,1438.91,5035.06,76
708337683,0,51,M,2,sem educacao formal,solteiro,$60K - $80K,blue,40,4,2,2,21800.26,3820.85,62
720941433,1,53,F,3,ensino medio,casado,menos que $40K,blue,41,3,2,3,1547.65,2312.55,43
710201058,0,46,F,4,mestrado,casado,menos que $40K,blue,38,3,2,3,1485.09,4198.81,65
785218458,0,44,M,2,mestrado,casado,$40K - $60K,blue,38,4,3,1,2505.74,4333.63,77
708846183,0,48,M,4,graduacao,solteiro,$60K - $80K,blue,30,4,2,2,3307.41,4006.65,68
711151383,1,34,F,1,doutorado,solteiro,menos que $40K,blue,26,3,5,2,2066.61,2157.6,37
772063308,0,45,M,2,mestrado,solteiro,$60K - $80K,blue,34,5,1,1,13362.51,4155.67,79
718574808,0,33,F,2,mestrado,solteiro,menos que $40K,blue,17,4,4,3,2431.02,4327.63,74
717131283,0,43,F,4,ensino medio,divorciado,$40K - $60K,blue,34,5,1,1,6034.61,4712.54,67
716831508,0,47,F,3,ensino medio,solteiro,$40K - $60K,blue,34,4,3,1,1963.23,3492.11,59
813234108,0,45,F,3,sem educacao formal,casado,menos que $40K,blue,40,4,3,1,2922.64,3895.93,70
711027183,0,50,M,4,graduacao,solteiro,$40K - $60K,blue,45,4,1,3,6943.21,4946.55,80
718812708,1,57,M,2,mestrado,solteiro,$120K +,blue,44,5,4,3,34516.06,1882.8,48
711267633,1,50,F,3,mestrado,divorciado,menos que $40K,blue,40,5,4,4,4248.02,2271.61,36
719613783,0,51,F,1,doutorado,casado,menos que $40K,blue,42,3,2,2,1438.26,4211.38,64
719035758,0,53,F,3,sem educacao formal,divorciado,menos que $40K,blue,43,5,2,1,2383.11,4917.31,78
708473133,0,55,F,1,mestrado,casado,menos que $40K,blue,45,4,3,2,1677.81,4588.17,68
720963258,1,52,F,3,graduacao,casado,menos que $40K,blue,40,3,3,2,3474.47,2675.3,37
712676208,0,46,F,5,ensino medio,solteiro,menos que $40K,blue,36,6,3,3,1787.48,4084.72,79
709005633,1,62,M,0,ensino medio,solteiro,$60K - $80K,blue,51,3,4,2,18734.22,2112.5,52
712102983,0,47,F,2,graduacao,casado,menos que $40K,blue,36,6,3,3,1438.11,3832.14,87
754480233,0,50,M,2,doutorado,divorciado,$40K - $60K,blue,43,5,4,2,3525.83,4742.03,62
715537383,0,46,M,3,graduacao,solteiro,$120K +,blue,30,5,2,1,27378.73,3934.09,78
709460883,1,38,F,2,doutorado,casado,menos que $40K,blue,28,5,4,2,1614.95,2437.86,46
789325008,0,49,M,3,graduacao,solteiro,menos que $40K,blue,38,5,1,3,7862.08,3645.81,82
719195733,0,47,M,3,graduacao,casado,$60K - $80K,blue,36,5,3,1,4284.65,4948.7,85
710226708,0,55,F,2,sem educacao formal,divorciado,menos que $40K,blue,49,5,1,2,1438.43,4573.33,93
711982383,0,62,M,1,mestrado,solteiro,$60K - $80K,blue,49,3,2,3,21805.96,4694.87,79
716345283,0,55,M,2,sem educacao formal,solteiro,$60K - $80K,blue,36,5,4,1,4712.28,4277.51,66
710842308,0,41,F,5,sem educacao formal,solteiro,$40K - $60K,blue,26,4,4,3,2264.49,4150.75,83
793712658,1,52,M,3,mestrado,casado,$80K - $120K,blue,46,4,3,2,15011.21,1821.08,36
719659758,0,45,F,4,ensino medio,casado,$40K - $60K,blue,35,6,0,1,2919.64,4194.41,72
716483358,0,44,M,3,mestrado,solteiro,$40K - $60K,blue,29,5,4,1,6125.1,5481.02,68
786536808,0,51,M,2,graduacao,casado,$80K - $120K,blue,45,3,1,3,21543.61,3928.82,82
807369708,0,52,M,3,graduacao,casado,$120K +,blue,47,3,4,2,6355.74,4009.17,74
711397533,0,52,F,2,ensino medio,casado,menos que $40K,blue,41,4,2,2,5616.18,3410.62,62
715233108,0,38,M,1,graduacao,casado,$60K - $80K,blue,36,4,2,1,2836.02,4121.04,83
813807258,0,50,F,2,ensino medio,casado,$40K - $60K,blue,45,6,3,3,1438.72,4670.55,82
718451133,0,48,M,2,mestrado,solteiro,$60K - $80K,blue,40,4,4,5,14951.97,3899.52,68
780019908,0,53,F,1,mestrado,solteiro,menos que $40K,blue,43,6,2,3,2172.53,4657.13,82
720302883,0,53,F,3,mestrado,casado,menos que $40K,blue,35,4,1,3,3390.06,4585.44,78
715893633,0,47,F,4,doutorado,solteiro,menos que $40K,blue,36,4,2,3,2193.86,4755.14,81
720638283,0,40,F,4,graduacao,solteiro,menos que $40K,blue,20,4,2,3,2801.69,4568.06,83
789053883,0,43,M,3,doutorado,solteiro,$60K - $80K,blue,31,4,1,2,11186.14,3692.72,84
719286708,0,50,F,1,mestrado,solteiro,menos que $40K,blue,39,4,2,5,2434.48,4498.2,76
793395933,0,59,F,1,ensino medio,solteiro,menos que $40K,blue,53,4,3,3,2716.03,4208.87,69
771733608,1,47,F,1,mestrado,casado,$40K - $60K,blue,35,3,5,3,1438.28,2276.91,40
710102208,0,56,M,2,mestrado,solteiro,$60K - $80K,blue,36,3,2,2,18776.44,4464.9,75
712849158,1,55,M,0,ensino medio,divorciado,$80K - $120K,blue,44,4,3,3,19793.6,2186.89,44
783070833,0,34,F,4,mestrado,solteiro,$40K - $60K,blue,28,5,3,2,2472.01,4408.11,86
789345408,0,39,F,2,graduacao,casado,$40K - $60K,blue,29,5,2,3,1438.21,4983.04,53
720992883,0,47,F,4,mestrado,casado,menos que $40K,blue,37,4,3,3,3189.04,4805.75,76
803652633,0,47,F,2,sem educacao formal,solteiro,menos que $40K,blue,41,4,2,2,2092.05,5124.83,70
789248958,0,37,F,2,ensino medio,casado,$40K - $60K,blue,26,3,3,2,2946.75,5259.57,89
715440558,0,50,F,1,mestrado,casado,menos que $40K,blue,36,3,2,1,4143.92,3940.45,74
718311933,1,53,F,4,doutorado,casado,menos que $40K,blue,37,6,2,2,3719.68,2587.63,43
710015733,1,41,F,1,doutorado,divorciado,menos que $40K,blue,30,3,1,3,2029.03,3142.3,37
794965233,1,51,F,1,mestrado,casado,menos que $40K,silver,45,6,3,3,13199.44,1927.88,44
710512833,0,38,F,2,mestrado,casado,menos que $40K,blue,29,6,1,1,3304.21,5178.31,79
710803008,0,40,F,3,doutorado,casado,menos que $40K,blue,30,6,2,3,3125.38,4372.19,68
712987608,0,51,F,2,doutorado,solteiro,menos que $40K,blue,40,3,3,3,1438.09,4263.8,84
716974383,0,41,M,5,mestrado,solteiro,$80K - $120K,blue,28,3,0,2,2491.9,1911.87,35
720930633,1,58,F,0,ensino medio,solteiro,menos que $40K,blue,46,5,2,4,1977.36,2341.43,37
710136258,1,33,F,2,mestrado,solteiro,menos que $40K,blue,24,6,3,2,1806.85,2833.69,43
779438208,0,38,F,3,mestrado,solteiro,menos que $40K,blue,22,4,3,3,1938.79,4606.06,75
721017333,0,42,F,4,doutorado,casado,menos que $40K,blue,36,4,3,2,3188.86,4606.44,83
720952608,0,44,F,2,ensino medio,solteiro,menos que $40K,blue,29,6,2,1,2288.69,4396.39,68
822132858,1,41,M,4,sem educacao formal,casado,$80K - $120K,blue,37,1,2,2,23250.63,2205.88,43
713526258,1,47,M,3,sem educacao formal,solteiro,$120K +,blue,36,3,4,3,34516.77,2020.51,33
712877733,0,48,M,5,mestrado,casado,$80K - $120K,blue,42,6,3,3,12882.14,4407.66,84
711824358,0,44,F,4,graduacao,solteiro,menos que $40K,blue,31,3,2,3,3228.91,4524.04,70
789990333,0,43,F,4,mestrado,solteiro,$40K - $60K,blue,35,5,2,2,2303.44,4469.83,80
709612983,1,41,F,2,mestrado,casado,$40K - $60K,blue,36,5,4,2,2990.12,2265.5,41
771058908,0,55,F,3,ensino medio,solteiro,$40K - $60K,blue,42,3,2,3,2873.41,4563.83,72
715471833,0,50,M,0,doutorado,casado,$80K - $120K,blue,36,5,3,1,28253.49,4525.49,67
713947908,0,33,M,2,ensino medio,casado,$80K - $120K,blue,23,6,2,2,1630.55,4426.31,91
716269308,0,56,F,3,mestrado,solteiro,menos que $40K,blue,36,4,2,2,2836.95,4192.86,90
708692583,1,44,F,2,ensino medio,solteiro,menos que $40K,blue,31,3,3,3,1506.21,2312.9,44
709892658,0,48,F,5,mestrado,solteiro,menos que $40K,blue,38,5,2,3,1605.94,4495.49,67
713815383,1,53,M,1,ensino medio,solteiro,$80K - $120K,blue,36,3,2,2,11778.08,2147.38,44
710183283,0,55,F,1,ensino medio,casado,menos que $40K,blue,36,5,1,1,2747.64,5032.16,84
711937158,0,49,M,3,graduacao,casado,$60K - $80K,blue,39,5,3,3,2501.99,4837.49,87
771486933,0,64,M,1,mestrado,solteiro,menos que $40K,blue,52,5,2,3,2563.08,3942.9,84
717450633,1,47,M,3,sem educacao formal,solteiro,$60K - $80K,blue,36,3,4,2,1659.92,1920.59,39
716403633,0,60,F,0,graduacao,divorciado,menos que $40K,blue,50,5,2,3,3426.55,4467.41,69
717646983,1,59,F,1,mestrado,solteiro,menos que $40K,blue,49,4,4,3,3214.4,2720.36,53
778837083,1,50,M,2,mestrado,casado,$80K - $120K,blue,31,3,3,3,12906.08,2078.4,62
708946008,1,46,F,3,graduacao,casado,menos que $40K,blue,36,5,2,2,1438.2,2445.83,39
715625658,0,49,F,3,ensino medio,casado,menos que $40K,blue,36,3,3,1,4476.6,4603.51,87
708960858,0,40,M,4,ensino medio,casado,$80K - $120K,blue,21,3,3,2,11502.66,4786.63,85
814840833,1,44,M,4,doutorado,casado,$120K +,blue,39,4,2,3,7924.76,2393.42,37
772082208,0,39,M,1,mestrado,solteiro,$120K +,blue,28,4,2,2,16199.34,4254.58,82
711597183,0,43,M,2,sem educacao formal,divorciado,$80K - $120K,blue,34,5,2,3,1452.4,4571.05,72
718673358,1,35,M,3,doutorado,casado,$80K - $120K,blue,30,5,4,3,13590.95,2137.59,52
716108283,0,53,F,4,mestrado,casado,menos que $40K,blue,46,6,3,3,4430.01,4833.01,82
779360808,0,49,F,3,mestrado,casado,menos que $40K,blue,35,3,3,3,2919.36,4937.9,75
716352033,0,49,F,2,mestrado,casado,menos que $40K,blue,39,3,3,3,2796.27,4869.37,78
716643033,1,41,F,2,mestrado,casado,menos que $40K,blue,31,3,3,3,2580.66,2981.84,40
711567333,0,43,M,1,ensino medio,solteiro,$60K - $80K,blue,31,5,2,3,2834.0,4581.15,70
755437533,0,48,F,4,mestrado,solteiro,menos que $40K,blue,41,3,2,3,1522.59,5005.4,77
771566208,0,48,M,3,graduacao,casado,menos que $40K,blue,36,3,2,1,8795.45,4681.37,74
720725883,0,34,F,2,graduacao,solteiro,menos que $40K,blue,20,5,3,2,2715.97,4177.55,68
716747283,0,44,F,2,sem educacao formal,solteiro,menos que $40K,blue,36,5,2,2,2097.77,5059.88,79
787519683,0,41,F,2,mestrado,solteiro,menos que $40K,blue,30,3,2,2,3028.67,4727.71,78
721044333,0,34,F,2,graduacao,solteiro,menos que $40K,blue,22,5,0,2,1695.77,4905.31,91
713679633,1,41,F,3,mestrado,casado,menos que $40K,blue,33,6,5,3,1438.64,1813.87,51
711126483,0,37,F,1,mestrado,solteiro,menos que $40K,blue,28,4,3,3,1438.43,5136.68,76
715227633,0,36,F,3,graduacao,solteiro,menos que $40K,blue,36,5,3,2,1964.52,4240.79,60
708635058,0,53,F,0,ensino medio,solteiro,menos que $40K,blue,44,4,1,1,1904.37,4798.33,85
709051533,0,46,F,1,mestrado,casado,$40K - $60K,blue,26,6,0,3,2933.49,4956.36,92
712361583,0,47,M,5,mestrado,casado,$80K - $120K,silver,36,3,1,3,34516.15,3756.56,67
708390633,0,52,F,3,mestrado,casado,menos que $40K,blue,44,5,3,5,2421.82,4219.38,69
720281508,0,44,F,2,doutorado,divorciado,menos que $40K,blue,34,3,2,1,2406.31,4625.76,91
720885558,0,51,F,2,ensino medio,solteiro,$40K - $60K,blue,37,5,1,1,2621.17,4885.61,74
713282733,0,37,F,2,mestrado,solteiro,$40K - $60K,blue,24,4,1,3,3375.72,4341.01,64
720040158,0,47,M,3,sem educacao formal,solteiro,$60K - $80K,blue,36,3,2,3,17656.93,4633.91,71
755996583,1,57,F,2,sem educacao formal,solteiro,menos que $40K,blue,50,5,3,0,2475.75,2574.99,43
711359058,0,46,F,4,ensino medio,solteiro,menos que $40K,blue,33,3,2,2,3942.97,4623.0,71
714064908,0,57,F,1,mestrado,solteiro,menos que $40K,blue,36,4,3,2,1771.78,4813.03,84
765847383,0,50,M,1,mestrado,casado,$120K +,blue,43,4,3,5,20958.85,4425.1,78
789531633,0,53,F,4,mestrado,solteiro,menos que $40K,blue,46,4,2,1,4117.89,5218.18,88
820593033,0,43,F,2,mestrado,solteiro,$40K - $60K,silver,39,3,2,1,18524.2,4496.51,64
710078358,0,36,M,4,doutorado,casado,menos que $40K,blue,26,5,1,1,2222.24,4095.71,88
715025208,0,56,F,2,graduacao,casado,menos que $40K,blue,46,5,3,3,3119.7,4168.5,63
709596783,0,46,M,3,graduacao,casado,$40K - $60K,blue,34,5,2,1,1611.27,4444.07,78
715960308,1,53,F,1,mestrado,divorciado,menos que $40K,blue,44,3,3,3,4090.59,2016.37,49
787268733,0,52,F,1,mestrado,casado,$40K - $60K,blue,46,5,2,1,2442.62,4535.09,85
789923058,1,53,F,1,ensino medio,casado,$40K - $60K,blue,44,3,3,3,1816.93,2474.78,44
771079833,0,40,F,3,ensino medio,solteiro,menos que $40K,blue,27,3,3,3,1438.09,4332.77,78
710507733,0,42,M,4,mestrado,solteiro,$60K - $80K,blue,35,3,1,3,14958.84,4038.79,68
711627558,0,40,F,3,sem educacao formal,solteiro,menos que $40K,blue,30,5,2,1,1625.06,3968.01,73
710536983,0,49,F,0,doutorado,casado,menos que $40K,blue,36,6,3,3,3007.36,4423.4,67
803657133,0,60,M,1,mestrado,solteiro,$40K - $60K,blue,54,6,3,3,1848.63,4757.38,75
769053033,1,44,F,1,mestrado,solteiro,$40K - $60K,blue,38,3,5,2,4142.93,2104.46,44
713613258,0,46,M,4,ensino medio,solteiro,$80K - $120K,blue,36,6,2,1,1438.36,4461.11,71
768544833,0,45,F,4,sem educacao formal,solteiro,menos que $40K,blue,39,6,3,2,2202.49,4531.18,77
720782658,0,42,M,4,mestrado,casado,$60K - $80K,blue,36,4,3,2,3591.38,5079.49,80
768162108,1,49,M,3,graduacao,casado,$120K +,blue,43,5,3,3,4781.48,2451.39,50
714516033,0,53,M,3,ensino medio,casado,$120K +,blue,44,4,0,2,9025.61,4412.93,87
788630958,0,44,M,2,sem educacao formal,solteiro,$40K - $60K,blue,28,3,2,1,11627.98,3264.6,67
716292033,0,37,F,4,ensino medio,solteiro,menos que $40K,blue,36,6,3,2,1438.48,4815.88,84
780372408,0,43,F,5,ensino medio,solteiro,menos que $40K,blue,33,6,2,2,4976.06,4317.72,69
823507833,0,44,M,4,ensino medio,solteiro,$60K - $80K,blue,40,4,2,3,14370.46,4510.32,79
711111633,0,60,M,1,ensino medio,solteiro,$40K - $60K,silver,49,5,2,2,21681.46,3844.29,75
709904508,0,59,F,0,doutorado,solteiro,$40K - $60K,blue,40,5,3,3,2634.66,4190.97,71
712022883,0,37,F,2,ensino medio,solteiro,$40K - $60K,blue,27,4,2,1,2204.08,4555.01,82
714581358,1,48,F,3,mestrado,solteiro,menos que $40K,blue,43,3,4,3,1502.13,2204.15,36
825831933,0,52,F,3,ensino medio,casado,menos que $40K,blue,48,4,2,2,3136.19,4528.93,81
720274158,0,42,F,4,ensino medio,casado,menos que $40K,blue,35,4,2,2,4478.43,3879.92,76
794253108,0,52,M,4,mestrado,solteiro,$40K - $60K,blue,46,3,2,3,13090.14,3851.47,78
720899883,0,44,F,1,ensino medio,casado,$40K - $60K,blue,35,6,2,2,6849.0,3770.92,82
714313608,0,36,F,4,sem educacao formal,casado,menos que $40K,blue,36,5,0,3,4228.91,4356.2,74
716602683,0,49,F,3,mestrado,casado,$40K - $60K,blue,36,3,2,3,5678.74,5092.77,70
715928808,0,42,F,2,ensino medio,casado,menos que $40K,blue,31,3,2,5,3964.99,4580.34,75
771899433,1,48,M,3,mestrado,casado,$80K - $120K,blue,37,5,4,2,7970.92,1263.86,27
709711758,1,45,F,3,sem educacao formal,divorciado,menos que $40K,blue,32,3,2,2,1942.15,1853.39,31
721137558,1,40,M,4,mestrado,divorciado,$40K - $60K,blue,28,1,3,2,5821.41,2011.95,42
822959133,0,32,F,3,doutorado,casado,$40K - $60K,blue,26,4,3,3,3174.94,4508.32,83
720491958,0,34,F,3,sem educacao formal,solteiro,menos que $40K,blue,36,4,3,3,1438.08,4302.23,74
713607108,0,46,F,2,graduacao,divorciado,menos que $40K,blue,31,6,2,1,1852.0,4486.62,61
709729533,1,47,M,3,sem educacao formal,solteiro,$40K - $60K,blue,39,4,1,3,1809.88,2169.13,49
717890583,0,48,F,1,mestrado,divorciado,$40K - $60K,blue,38,4,2,1,3503.53,4671.22,93
718384233,0,52,M,5,doutorado,solteiro,$40K - $60K,silver,39,4,2,2,17835.42,4258.71,58
713401758,0,45,M,2,sem educacao formal,casado,$120K +,blue,36,6,3,2,3383.67,4897.66,75
713556033,0,36,F,1,mestrado,casado,menos que $40K,blue,22,5,3,2,1438.78,3959.69,59
719265108,0,42,F,3,ensino medio,casado,menos que $40K,blue,33,6,2,3,3815.23,4430.07,94
778740708,0,39,F,3,mestrado,casado,menos que $40K,blue,27,3,2,3,1902.97,4203.58,69
710952933,0,43,F,1,sem educacao formal,divorciado,menos que $40K,blue,36,5,3,2,2077.23,4226.35,75
720991833,1,48,F,2,doutorado,casado,menos que $40K,blue,36,4,4,3,2514.42,2603.06,53
779954658,0,56,M,4,ensino medio,solteiro,$80K - $120K,blue,40,4,3,3,34516.57,4714.47,82
714204108,0,45,F,5,mestrado,solteiro,menos que $40K,blue,38,3,0,3,2144.27,3859.77,55
805546308,0,65,F,0,ensino medio,solteiro,menos que $40K,blue,56,3,2,3,5951.77,4554.9,83
802878408,0,53,F,1,mestrado,casado,$40K - $60K,blue,47,6,2,2,2799.05,4116.47,88
794558658,0,49,F,4,mestrado,casado,menos que $40K,blue,34,3,3,1,2560.24,4783.39,86
711634008,0,42,F,3,sem educacao formal,casado,menos que $40K,blue,36,6,2,2,5821.28,4591.21,70
708260208,0,43,F,5,sem educacao formal,solteiro,menos que $40K,blue,36,4,2,3,2057.91,4321.39,76
713435058,0,49,F,5,ensino medio,divorciado,menos que $40K,blue,42,5,3,2,1972.07,4715.38,66
719656533,0,44,M,3,ensino medio,casado,$60K - $80K,blue,36,6,3,2,2675.78,4149.49,79
719709558,0,48,M,3,mestrado,casado,$40K - $60K,blue,33,3,2,1,6223.89,4518.21,79
713105508,0,46,M,3,ensino medio,solteiro,$60K - $80K,silver,29,4,3,3,34516.13,3754.73,53
710719683,0,49,F,1,ensino medio,divorciado,$40K - $60K,blue,43,3,2,3,3054.25,4460.82,88
817892208,0,35,F,2,doutorado,solteiro,menos que $40K,blue,30,5,1,1,1438.33,4006.88,72
714102183,1,50,M,3,sem educacao formal,solteiro,$120K +,blue,36,1,3,2,7970.04,1872.48,41
719445633,0,60,F,0,sem educacao formal,casado,menos que $40K,blue,36,4,3,2,1601.97,4919.65,69
709820658,0,45,M,4,ensino medio,casado,$80K - $120K,blue,36,3,3,2,34516.54,3785.75,64
718481283,0,51,F,1,ensino medio,casado,menos que $40K,blue,43,5,3,1,1822.23,5210.97,73
789300408,0,41,M,4,ensino medio,casado,menos que $40K,blue,30,3,2,2,1614.69,4293.04,87
815088483,0,28,F,1,mestrado,divorciado,menos que $40K,blue,23,4,3,1,2543.12,3864.24,64
717139608,0,50,F,2,graduacao,divorciado,menos que $40K,blue,36,3,3,2,3462.63,4635.85,65
717626508,0,44,F,3,mestrado,casado,menos que $40K,blue,36,3,1,3,1699.07,5495.08,87
