id,default,idade,sexo,dependentes,escolaridade,estado_civil,salario_anual,tipo_cartao,limite_credito,predict
714121083,0,40,F,3,mestrado,casado,$40K - $60K,blue,6247.38,-
779210283,0,36,M,3,sem educacao formal,casado,$40K - $60K,blue,3645.32,-
716230158,0,35,F,3,mestrado,casado,$40K - $60K,blue,7234.61,-
708724908,0,47,F,2,ensino medio,solteiro,menos que $40K,blue,2262.1,-
713804058,0,45,F,4,graduacao,casado,menos que $40K,blue,4187.06,-
718791708,1,48,M,2,ensino medio,casado,$80K - $120K,blue,16362.06,-
785529708,0,59,M,1,mestrado,solteiro,$120K +,blue,34516.3,-
794528283,0,44,M,4,graduacao,casado,$60K - $80K,blue,2748.77,-
794856033,0,38,M,3,doutorado,casado,$80K - $120K,blue,5242.38,-
712939533,0,43,M,5,mestrado,casado,$60K - $80K,blue,21585.19,-
716556258,0,50,F,3,doutorado,solteiro,menos que $40K,blue,9966.98,-
709742958,0,45,M,5,ensino medio,casado,$60K - $80K,blue,15626.07,-
772695033,1,47,M,5,ensino medio,solteiro,$80K - $120K,blue,18800.95,-
714850158,0,49,M,4,mestrado,solteiro,$80K - $120K,blue,1963.62,-
708831858,1,43,F,3,sem educacao formal,casado,menos que $40K,blue,4579.33,-
718076733,0,43,M,1,mestrado,solteiro,$60K - $80K,silver,25824.81,-
780006783,1,59,M,1,sem educacao formal,solteiro,$40K - $60K,silver,15809.85,-
771342183,1,53,F,3,mestrado,solteiro,$40K - $60K,blue,1625.63,-
712901283,1,53,F,2,mestrado,solteiro,$40K - $60K,blue,2121.86,-
718473558,1,42,F,3,doutorado,solteiro,menos que $40K,blue,8668.78,-
743590608,0,50,M,2,ensino medio,casado,$60K - $80K,blue,21869.5,-
788252358,0,49,M,3,ensino medio,solteiro,$60K - $80K,blue,8190.36,-
717740658,0,55,F,2,graduacao,casado,menos que $40K,blue,1850.67,-
714567708,0,46,F,1,sem educacao formal,divorciado,menos que $40K,blue,2483.58,-
709708233,1,49,F,3,doutorado,casado,menos que $40K,blue,7066.25,-
709957158,0,48,M,4,ensino medio,casado,$40K - $60K,blue,2514.42,-
828288333,0,50,M,0,sem educacao formal,casado,$60K - $80K,blue,3640.93,-
709178733,1,50,F,2,doutorado,casado,$40K - $60K,blue,5527.67,-
721325133,0,45,M,2,graduacao,casado,$80K - $120K,blue,31625.48,-
816606333,0,57,M,2,ensino medio,solteiro,$80K - $120K,blue,32409.86,-
717444558,0,50,F,1,mestrado,casado,menos que $40K,blue,2623.26,-
715474833,0,37,M,2,graduacao,solteiro,$80K - $120K,blue,12944.47,-
718271958,0,54,M,2,sem educacao formal,casado,$60K - $80K,blue,6401.63,-
708924783,0,43,M,3,mestrado,divorciado,$80K - $120K,blue,5506.01,-
717669483,0,52,M,1,mestrado,solteiro,$80K - $120K,blue,34516.58,-
809360883,0,46,M,4,graduacao,solteiro,$60K - $80K,blue,17673.38,-
719609433,0,55,F,4,sem educacao formal,divorciado,$40K - $60K,blue,1965.54,-
714537258,0,48,M,3,doutorado,casado,$60K - $80K,blue,8876.82,-
714680208,0,50,F,1,ensino medio,casado,menos que $40K,blue,1652.37,-
715240683,0,46,M,4,ensino medio,casado,$80K - $120K,blue,15535.95,-
717368208,1,49,M,1,mestrado,solteiro,$120K +,blue,26723.04,-
802662858,0,55,F,2,mestrado,divorciado,menos que $40K,blue,3949.08,-
780206958,0,49,M,4,mestrado,casado,$60K - $80K,blue,5937.37,-
711491283,0,44,F,3,doutorado,casado,menos que $40K,blue,1975.52,-
720211533,0,41,F,4,sem educacao formal,casado,menos que $40K,blue,2888.7,-
715409733,1,47,F,4,graduacao,solteiro,menos que $40K,blue,2263.53,-
715732533,1,52,M,4,mestrado,casado,$60K - $80K,blue,9375.65,-
709101258,1,41,F,2,ensino medio,divorciado,menos que $40K,blue,1478.54,-
708588408,0,53,M,3,sem educacao formal,solteiro,$60K - $80K,blue,6836.35,-
717099408,0,40,M,3,mestrado,casado,$60K - $80K,blue,10529.15,-
715155033,0,61,M,0,ensino medio,solteiro,$40K - $60K,blue,2122.7,-
709338633,1,56,F,1,mestrado,solteiro,$40K - $60K,blue,2339.49,-
741116058,0,48,M,2,mestrado,casado,$40K - $60K,blue,2582.82,-
813755658,0,60,M,1,mestrado,solteiro,$80K - $120K,blue,11524.06,-
814219008,0,65,M,1,doutorado,solteiro,$40K - $60K,blue,1456.78,-
715182108,0,51,F,3,ensino medio,casado,menos que $40K,blue,3025.54,-
717078933,0,40,F,5,mestrado,solteiro,menos que $40K,blue,4205.68,-
719491233,0,55,M,1,graduacao,solteiro,$120K +,blue,3515.4,-
789520533,0,52,M,2,sem educacao formal,solteiro,$120K +,blue,26174.68,-
714738033,0,44,F,4,mestrado,casado,menos que $40K,blue,1602.67,-
715093383,0,49,F,2,graduacao,casado,menos que $40K,blue,2115.51,-
717195933,1,42,M,3,mestrado,casado,$60K - $80K,blue,5298.88,-
747107508,0,56,F,3,mestrado,solteiro,menos que $40K,blue,2433.76,-
717920583,0,60,F,1,sem educacao formal,divorciado,menos que $40K,blue,1443.27,-
710516283,0,50,M,1,ensino medio,solteiro,$120K +,blue,9758.89,-
787593558,0,42,M,3,mestrado,casado,$80K - $120K,blue,4562.35,-
708801108,1,57,F,3,sem educacao formal,solteiro,menos que $40K,blue,1438.32,-
715948833,0,48,M,4,mestrado,casado,$120K +,blue,24931.35,-
770667408,0,47,M,4,graduacao,casado,$80K - $120K,blue,8854.94,-
823590483,0,62,F,0,mestrado,divorciado,menos que $40K,blue,2230.86,-
710635083,0,46,M,4,ensino medio,casado,$80K - $120K,blue,28327.52,-
713803158,0,41,M,3,ensino medio,solteiro,$60K - $80K,blue,9246.78,-
713593683,0,43,F,3,mestrado,casado,$40K - $60K,blue,11155.7,-
789382758,1,54,M,3,mestrado,solteiro,$40K - $60K,blue,5501.94,-
813427833,0,45,F,4,mestrado,solteiro,menos que $40K,blue,2110.51,-
717846108,0,49,M,4,sem educacao formal,casado,$60K - $80K,blue,12994.9,-
721437333,1,46,M,2,mestrado,solteiro,$80K - $120K,blue,5054.04,-
712404483,0,49,M,2,ensino medio,casado,$80K - $120K,blue,3989.3,-
714926508,0,52,M,2,mestrado,casado,$80K - $120K,silver,34516.09,-
771474108,0,40,F,2,sem educacao formal,casado,menos que $40K,blue,1794.63,-
718802283,0,44,F,3,doutorado,divorciado,menos que $40K,blue,8320.1,-
711626658,1,62,F,1,ensino medio,solteiro,menos que $40K,blue,1930.02,-
720486408,0,55,F,1,sem educacao formal,solteiro,menos que $40K,blue,1438.45,-
717793983,1,55,M,3,mestrado,solteiro,$40K - $60K,silver,18128.87,-
713127708,0,38,F,0,sem educacao formal,casado,menos que $40K,blue,2230.49,-
713056083,0,52,M,2,ensino medio,solteiro,$120K +,blue,34516.69,-
718538958,0,55,F,3,graduacao,solteiro,menos que $40K,blue,1844.8,-
710353233,0,48,M,3,graduacao,divorciado,$60K - $80K,blue,13233.03,-
710342508,0,48,F,2,sem educacao formal,casado,$40K - $60K,blue,1593.89,-
787563858,0,50,F,1,mestrado,casado,menos que $40K,blue,8589.12,-
799239033,1,53,F,3,ensino medio,solteiro,$40K - $60K,blue,1714.39,-
718489608,0,50,F,4,mestrado,casado,menos que $40K,blue,2433.02,-
758824608,0,47,M,4,sem educacao formal,casado,$80K - $120K,blue,21148.71,-
814483608,1,47,F,4,mestrado,divorciado,menos que $40K,blue,5798.86,-
708848208,0,52,M,3,sem educacao formal,solteiro,$80K - $120K,blue,34516.48,-
715514133,1,44,F,4,mestrado,casado,menos que $40K,blue,2184.88,-
715955208,0,35,F,1,ensino medio,solteiro,menos que $40K,blue,2189.42,-
794707083,1,50,M,2,graduacao,solteiro,$80K - $120K,blue,3495.19,-
805313808,1,52,F,3,ensino medio,casado,$40K - $60K,blue,8018.93,-
712444533,0,43,M,2,ensino medio,solteiro,$80K - $120K,blue,14418.86,-
720616908,0,54,M,1,sem educacao formal,solteiro,$120K +,blue,34516.64,-
817038333,0,55,F,0,mestrado,casado,menos que $40K,blue,1513.72,-
720338658,0,56,F,3,doutorado,solteiro,menos que $40K,blue,2490.08,-
803938908,0,49,F,4,sem educacao formal,solteiro,menos que $40K,blue,2659.3,-
787921383,1,53,M,0,ensino medio,solteiro,$120K +,silver,34516.05,-
787849833,0,49,M,2,ensino medio,casado,$80K - $120K,blue,13490.26,-
721143258,0,46,M,1,ensino medio,solteiro,$40K - $60K,blue,1664.24,-
709335558,0,49,M,3,sem educacao formal,casado,$120K +,blue,7753.89,-
806619333,0,36,F,3,ensino medio,solteiro,menos que $40K,blue,2909.55,-
719378658,0,57,M,3,mestrado,divorciado,$80K - $120K,silver,34516.2,-
716955783,0,52,M,2,mestrado,solteiro,$80K - $120K,blue,16026.51,-
817970208,0,45,M,1,sem educacao formal,divorciado,menos que $40K,blue,2705.74,-
708506508,0,54,M,3,ensino medio,casado,$120K +,blue,2884.88,-
750147483,0,49,M,2,ensino medio,solteiro,$80K - $120K,blue,24299.3,-
715540233,0,43,M,3,mestrado,solteiro,$60K - $80K,blue,20755.3,-
807584958,1,50,M,3,sem educacao formal,casado,$60K - $80K,blue,21096.23,-
720686583,0,46,M,3,ensino medio,divorciado,$120K +,blue,6457.34,-
820637433,0,45,F,3,ensino medio,casado,menos que $40K,blue,1603.59,-
710094108,0,33,M,3,mestrado,solteiro,$60K - $80K,blue,2043.73,-
708614058,0,56,F,2,mestrado,divorciado,menos que $40K,blue,1960.68,-
720614658,0,40,M,2,ensino medio,divorciado,$60K - $80K,blue,2978.19,-
716695533,0,49,F,3,graduacao,casado,menos que $40K,blue,2017.44,-
713231658,0,45,F,2,doutorado,solteiro,menos que $40K,blue,5553.6,-
708489258,0,40,F,3,mestrado,casado,menos que $40K,blue,1438.59,-
769684158,0,42,M,4,graduacao,solteiro,$40K - $60K,blue,2502.04,-
710349258,0,45,F,3,ensino medio,solteiro,menos que $40K,blue,2589.39,-
713940033,0,47,F,3,mestrado,solteiro,menos que $40K,blue,2049.89,-
713482608,0,47,M,4,graduacao,casado,$40K - $60K,blue,3560.22,-
819363708,0,43,M,1,doutorado,solteiro,$60K - $80K,blue,2387.71,-
712014708,0,48,M,4,mestrado,casado,menos que $40K,blue,2912.06,-
788717358,0,53,M,2,sem educacao formal,solteiro,$60K - $80K,blue,7062.76,-
710413533,0,56,M,2,mestrado,casado,$80K - $120K,blue,12186.77,-
718515483,1,64,M,0,mestrado,solteiro,menos que $40K,blue,3570.21,-
720660558,0,50,M,2,sem educacao formal,casado,$120K +,blue,23911.17,-
814845933,0,62,M,0,mestrado,solteiro,$80K - $120K,blue,1438.18,-
711199908,0,41,M,2,mestrado,solteiro,$60K - $80K,blue,2317.28,-
715664808,1,43,M,2,mestrado,solteiro,$80K - $120K,blue,34516.09,-
719239158,0,48,M,3,ensino medio,casado,$60K - $80K,blue,5448.47,-
820633833,0,64,F,1,mestrado,solteiro,$40K - $60K,blue,5152.14,-
718487958,0,53,F,2,ensino medio,casado,menos que $40K,blue,2799.62,-
710533233,1,38,F,1,mestrado,casado,menos que $40K,blue,1438.72,-
716317458,1,51,F,2,doutorado,solteiro,menos que $40K,blue,4281.14,-
720879708,0,52,M,2,ensino medio,solteiro,$80K - $120K,blue,28186.66,-
721028283,0,40,F,4,ensino medio,casado,$40K - $60K,blue,11494.7,-
710763783,0,49,M,2,ensino medio,casado,$80K - $120K,blue,28142.06,-
720432858,0,40,F,4,doutorado,casado,menos que $40K,blue,2316.95,-
772525308,0,43,M,3,graduacao,solteiro,$40K - $60K,blue,10533.03,-
767354208,0,48,M,4,mestrado,casado,$80K - $120K,blue,14322.9,-
715670058,0,50,M,3,mestrado,casado,$120K +,blue,34516.29,-
713856708,0,48,M,4,ensino medio,casado,$80K - $120K,blue,6798.43,-
717035283,1,46,M,1,mestrado,solteiro,$60K - $80K,blue,2445.58,-
709604958,0,51,F,3,mestrado,solteiro,$40K - $60K,blue,2585.53,-
711047658,0,46,F,3,ensino medio,casado,menos que $40K,blue,1781.05,-
716385858,0,42,F,4,mestrado,casado,menos que $40K,blue,2205.72,-
787655058,0,44,F,2,sem educacao formal,solteiro,menos que $40K,blue,2568.89,-
803113383,1,55,F,1,sem educacao formal,solteiro,menos que $40K,blue,3292.4,-
715762083,0,46,M,0,sem educacao formal,solteiro,$60K - $80K,silver,30501.29,-
711629733,0,45,F,2,mestrado,casado,menos que $40K,blue,5371.46,-
719745558,0,52,M,3,mestrado,solteiro,$60K - $80K,blue,9137.53,-
820282383,1,45,F,2,mestrado,casado,menos que $40K,blue,5848.71,-
793543758,0,47,M,2,mestrado,solteiro,$120K +,blue,10614.95,-
712555233,0,59,F,0,mestrado,solteiro,$40K - $60K,blue,4205.29,-
718516533,0,46,F,2,mestrado,solteiro,menos que $40K,blue,2586.87,-
717708783,0,57,M,2,mestrado,solteiro,$120K +,silver,34516.55,-
718163808,0,37,M,1,mestrado,solteiro,$80K - $120K,blue,11309.53,-
712693908,1,43,M,3,mestrado,casado,$120K +,blue,13883.24,-
711655683,0,55,M,1,sem educacao formal,solteiro,$60K - $80K,silver,25991.14,-
718188858,0,52,F,0,mestrado,solteiro,menos que $40K,blue,2537.64,-
718514283,0,46,M,4,ensino medio,solteiro,$40K - $60K,blue,1438.67,-
811475733,1,53,F,1,graduacao,casado,$40K - $60K,blue,3339.29,-
712089108,0,49,M,3,sem educacao formal,divorciado,$80K - $120K,blue,28390.93,-
714963558,0,46,M,3,mestrado,solteiro,$40K - $60K,blue,1438.15,-
713788083,1,28,F,1,mestrado,solteiro,menos que $40K,blue,1624.52,-
719583558,0,49,F,3,sem educacao formal,casado,$40K - $60K,blue,8900.03,-
713240133,0,42,F,3,ensino medio,casado,menos que $40K,blue,9351.26,-
815015283,0,43,F,4,mestrado,casado,menos que $40K,blue,2655.45,-
718072758,0,51,M,2,doutorado,casado,$120K +,blue,3173.16,-
709127808,0,48,M,3,doutorado,divorciado,$60K - $80K,blue,6243.76,-
709567758,0,40,F,3,sem educacao formal,casado,menos que $40K,blue,2490.99,-
780067158,1,51,F,2,sem educacao formal,solteiro,menos que $40K,blue,1746.86,-
715357308,0,44,M,2,mestrado,casado,$60K - $80K,blue,4141.55,-
720559908,0,58,F,2,sem educacao formal,divorciado,menos que $40K,silver,11684.59,-
720339558,0,47,F,2,mestrado,solteiro,menos que $40K,blue,2363.65,-
809599158,1,48,M,4,sem educacao formal,solteiro,$80K - $120K,silver,34516.54,-
809978733,0,33,F,2,ensino medio,solteiro,$40K - $60K,blue,1438.33,-
788996058,0,47,F,2,ensino medio,casado,menos que $40K,blue,2730.23,-
712575708,0,55,F,2,ensino medio,casado,menos que $40K,blue,1994.57,-
789625383,0,48,M,3,sem educacao formal,casado,$80K - $120K,blue,9727.78,-
719730258,0,41,M,4,sem educacao formal,divorciado,$60K - $80K,silver,33771.7,-
793717608,0,39,M,0,doutorado,solteiro,$60K - $80K,blue,10452.8,-
716077458,0,46,M,3,sem educacao formal,casado,$40K - $60K,blue,4707.59,-
813435108,0,49,F,1,mestrado,solteiro,menos que $40K,blue,3537.92,-
708084558,1,46,M,3,doutorado,divorciado,$80K - $120K,blue,8258.61,-
719880408,0,46,F,4,mestrado,casado,menos que $40K,blue,3072.57,-
718711158,1,52,M,3,mestrado,casado,$120K +,blue,3841.23,-
717443658,0,37,F,0,mestrado,divorciado,$40K - $60K,blue,1920.38,-
719038008,0,48,F,4,mestrado,solteiro,menos que $40K,blue,1705.18,-
709143183,1,52,F,2,doutorado,casado,$40K - $60K,blue,1822.43,-
709274583,0,40,M,2,ensino medio,casado,$120K +,blue,12248.44,-
816864483,0,39,F,4,sem educacao formal,solteiro,$40K - $60K,blue,10264.13,-
708271833,0,42,M,3,mestrado,solteiro,$40K - $60K,silver,15069.12,-
821759658,1,41,F,4,ensino medio,divorciado,$40K - $60K,blue,4650.51,-
820920408,0,53,F,2,mestrado,solteiro,menos que $40K,blue,3685.38,-
718403358,0,49,F,2,ensino medio,divorciado,$40K - $60K,blue,7231.26,-
720690933,0,52,M,4,sem educacao formal,casado,$60K - $80K,blue,2641.7,-
719252583,0,29,F,1,ensino medio,solteiro,menos que $40K,blue,3095.16,-
712783083,1,48,F,4,ensino medio,casado,menos que $40K,blue,3607.74,-
821749608,1,41,M,3,mestrado,solteiro,$80K - $120K,blue,19402.85,-
714389883,0,45,M,4,mestrado,solteiro,$80K - $120K,blue,8063.48,-
824163333,0,43,F,5,sem educacao formal,solteiro,menos que $40K,blue,3161.42,-
709444983,1,38,F,3,sem educacao formal,solteiro,$40K - $60K,blue,2435.02,-
769575783,1,49,F,3,graduacao,casado,menos que $40K,blue,1603.52,-
720334833,0,39,F,5,graduacao,solteiro,menos que $40K,blue,4710.6,-
708205083,0,38,F,1,ensino medio,casado,menos que $40K,blue,1438.37,-
715276683,0,52,M,2,ensino medio,casado,$60K - $80K,blue,24287.7,-
721254858,0,42,F,5,mestrado,casado,menos que $40K,blue,1694.28,-
712257258,1,50,F,1,ensino medio,solteiro,menos que $40K,blue,1457.34,-
711110733,0,45,M,3,ensino medio,casado,$40K - $60K,silver,16928.35,-
714043008,0,37,M,2,ensino medio,solteiro,$40K - $60K,blue,4297.45,-
780602733,0,42,M,3,sem educacao formal,solteiro,$60K - $80K,blue,8302.04,-
772825308,0,40,M,3,mestrado,divorciado,$80K - $120K,blue,27374.4,-
711175083,0,54,M,3,doutorado,solteiro,$60K - $80K,blue,9110.96,-
756477333,0,42,F,4,sem educacao formal,casado,menos que $40K,blue,1539.31,-
712294983,0,39,F,2,mestrado,casado,$40K - $60K,blue,1947.86,-
709869708,0,54,F,3,graduacao,solteiro,menos que $40K,blue,3062.46,-
772133808,0,47,F,3,doutorado,solteiro,$40K - $60K,blue,3114.74,-
768196008,0,54,M,1,sem educacao formal,solteiro,$60K - $80K,blue,14948.89,-
716079708,0,46,F,3,graduacao,solteiro,menos que $40K,blue,2503.3,-
720087708,0,38,F,3,ensino medio,casado,menos que $40K,blue,1854.08,-
714259533,0,43,F,2,mestrado,casado,menos que $40K,blue,4092.28,-
714691683,0,62,M,1,mestrado,solteiro,$60K - $80K,blue,13284.85,-
768420558,0,59,F,0,mestrado,solteiro,menos que $40K,blue,4830.58,-
778364583,1,45,F,2,mestrado,casado,menos que $40K,blue,5911.61,-
719951208,0,43,M,4,mestrado,solteiro,$60K - $80K,blue,19188.55,-
789022233,0,50,F,2,sem educacao formal,solteiro,menos que $40K,blue,1438.19,-
778353183,0,31,F,0,ensino medio,casado,menos que $40K,blue,3201.22,-
713789883,0,50,F,4,ensino medio,casado,$40K - $60K,blue,1479.46,-
773018583,0,38,F,4,mestrado,casado,menos que $40K,blue,3144.69,-
771354633,0,58,M,1,graduacao,solteiro,$80K - $120K,blue,1854.02,-
716736858,0,47,F,4,mestrado,casado,menos que $40K,blue,3144.37,-
713796033,1,47,M,2,mestrado,casado,$40K - $60K,blue,4738.86,-
714864333,1,43,M,2,graduacao,divorciado,$120K +,blue,34516.31,-
787918158,0,32,F,0,sem educacao formal,casado,menos que $40K,blue,2156.47,-
779070033,0,63,F,0,graduacao,solteiro,menos que $40K,blue,1938.93,-
789945933,0,61,F,1,mestrado,solteiro,menos que $40K,blue,1438.35,-
715627833,0,48,M,3,ensino medio,casado,$60K - $80K,gold,34516.44,-
809538783,0,49,M,1,ensino medio,solteiro,$120K +,blue,1438.2,-
715987758,1,49,M,3,mestrado,solteiro,$80K - $120K,blue,3261.65,-
711967158,0,35,F,3,mestrado,solteiro,menos que $40K,blue,2211.6,-
713289183,0,53,F,3,doutorado,casado,menos que $40K,blue,2255.34,-
711549408,0,51,M,3,sem educacao formal,casado,$80K - $120K,blue,1507.21,-
715679733,0,43,F,2,sem educacao formal,solteiro,menos que $40K,blue,1736.64,-
779694183,0,51,M,3,graduacao,casado,$80K - $120K,blue,1864.5,-
788544108,0,43,F,2,ensino medio,solteiro,menos que $40K,blue,6611.28,-
719917233,1,49,M,3,doutorado,casado,$80K - $120K,blue,13382.63,-
714621183,0,39,F,3,mestrado,solteiro,menos que $40K,blue,2650.16,-
721365033,1,37,M,3,sem educacao formal,solteiro,$40K - $60K,blue,1696.94,-
712999008,0,40,F,3,mestrado,solteiro,menos que $40K,blue,2628.42,-
716995083,0,52,M,2,ensino medio,solteiro,$80K - $120K,blue,2650.6,-
718137183,0,58,F,1,graduacao,casado,menos que $40K,blue,3331.68,-
810974958,1,51,M,2,ensino medio,casado,$60K - $80K,blue,4123.22,-
712267983,1,57,F,0,mestrado,solteiro,menos que $40K,blue,3023.78,-
717376758,0,56,F,2,ensino medio,casado,menos que $40K,blue,2238.41,-
717491058,0,42,M,2,doutorado,solteiro,$60K - $80K,blue,20803.48,-
802243458,1,48,M,2,doutorado,solteiro,$40K - $60K,blue,2760.66,-
714485508,0,45,M,3,doutorado,solteiro,$80K - $120K,blue,9086.68,-
789948408,0,55,M,2,mestrado,solteiro,$80K - $120K,blue,34516.18,-
734909358,0,43,M,4,mestrado,solteiro,$80K - $120K,blue,6548.32,-
719267283,0,35,F,2,doutorado,casado,$40K - $60K,blue,1953.11,-
720330558,1,44,M,3,mestrado,casado,$80K - $120K,blue,25256.83,-
789059958,0,42,M,4,ensino medio,casado,$120K +,gold,34516.98,-
721448283,1,39,F,1,mestrado,solteiro,menos que $40K,blue,1876.62,-
742778358,0,44,M,1,mestrado,solteiro,$60K - $80K,blue,16739.25,-
713933658,0,56,F,0,mestrado,solteiro,menos que $40K,blue,2463.7,-
788142483,0,46,M,3,graduacao,solteiro,$80K - $120K,silver,34516.45,-
789705408,0,50,M,2,graduacao,casado,$60K - $80K,blue,4743.17,-
817422408,0,45,F,3,sem educacao formal,solteiro,menos que $40K,blue,2059.49,-
710671608,0,39,F,2,mestrado,divorciado,menos que $40K,blue,6798.62,-
711879633,0,45,M,3,ensino medio,solteiro,menos que $40K,blue,2766.8,-
716444733,0,55,F,2,mestrado,casado,menos que $40K,blue,1438.99,-
718460958,0,49,F,2,graduacao,casado,menos que $40K,blue,3283.25,-
789953733,0,46,F,3,mestrado,casado,menos que $40K,blue,2470.32,-
787291308,0,42,F,5,mestrado,casado,menos que $40K,blue,4228.33,-
714384783,1,59,F,1,mestrado,casado,menos que $40K,blue,2468.94,-
713847858,1,49,F,3,mestrado,divorciado,menos que $40K,blue,1438.75,-
809809008,0,47,F,5,mestrado,casado,menos que $40K,blue,3111.63,-
719446833,0,58,F,1,ensino medio,casado,menos que $40K,blue,2799.48,-
720570333,0,48,F,3,graduacao,casado,menos que $40K,blue,1912.45,-
815308683,0,46,M,3,graduacao,casado,$80K - $120K,blue,18927.57,-
810875958,1,51,F,3,mestrado,casado,menos que $40K,blue,2016.93,-
718766058,1,56,M,2,mestrado,solteiro,$80K - $120K,blue,1438.03,-
710656683,0,50,F,3,ensino medio,solteiro,menos que $40K,blue,1986.92,-
713263758,0,53,F,1,graduacao,solteiro,menos que $40K,blue,2312.55,-
754564308,0,46,F,3,mestrado,casado,$40K - $60K,blue,2644.57,-
827890758,0,39,F,1,sem educacao formal,solteiro,menos que $40K,blue,2062.52,-
779945508,0,50,F,1,mestrado,casado,menos que $40K,blue,3510.27,-
720807183,0,55,M,2,mestrado,solteiro,$80K - $120K,blue,15026.73,-
715844733,0,45,M,5,ensino medio,casado,$60K - $80K,blue,2174.11,-
712332183,0,42,M,3,graduacao,solteiro,$80K - $120K,blue,29535.38,-
790123983,0,50,F,2,ensino medio,solteiro,menos que $40K,blue,2974.19,-
716860233,0,51,F,3,sem educacao formal,casado,menos que $40K,blue,8148.76,-
714678408,0,48,F,4,doutorado,casado,menos que $40K,blue,2646.98,-
708501783,1,43,M,2,ensino medio,casado,$120K +,blue,34516.86,-
713645883,0,37,F,1,ensino medio,solteiro,menos que $40K,blue,1879.6,-
718622658,0,45,M,4,ensino medio,solteiro,$80K - $120K,blue,15913.54,-
710641008,0,44,F,2,ensino medio,solteiro,menos que $40K,blue,8685.2,-
716177583,0,58,F,1,doutorado,solteiro,menos que $40K,blue,1438.88,-
713417433,0,42,M,2,mestrado,solteiro,$40K - $60K,blue,1711.19,-
713043183,0,61,M,0,ensino medio,solteiro,$40K - $60K,blue,2572.44,-
719328858,1,56,M,4,ensino medio,casado,$60K - $80K,blue,4535.93,-
718501983,0,44,M,2,mestrado,casado,$60K - $80K,blue,5950.0,-
712817808,0,39,M,2,mestrado,casado,$60K - $80K,blue,4761.75,-
817089408,0,44,M,2,graduacao,casado,$60K - $80K,blue,19114.46,-
808756458,0,47,M,3,mestrado,casado,$80K - $120K,blue,13189.02,-
718352358,1,49,F,3,doutorado,casado,menos que $40K,blue,1914.69,-
780638958,0,42,F,2,mestrado,divorciado,$40K - $60K,blue,2468.81,-
812493033,0,44,F,3,ensino medio,solteiro,$40K - $60K,blue,3410.52,-
718256658,0,45,F,3,sem educacao formal,casado,menos que $40K,blue,2728.52,-
711421233,0,51,M,3,ensino medio,solteiro,$60K - $80K,blue,7119.98,-
710335983,0,57,F,0,ensino medio,divorciado,menos que $40K,blue,3532.78,-
818259558,0,64,F,0,mestrado,solteiro,menos que $40K,blue,2294.21,-
708511983,0,37,M,3,mestrado,casado,$80K - $120K,blue,1663.49,-
778720533,1,53,F,4,mestrado,casado,menos que $40K,blue,1722.9,-
821336133,0,50,F,2,ensino medio,solteiro,menos que $40K,blue,8708.18,-
779164608,0,45,F,3,mestrado,casado,menos que $40K,blue,2641.95,-
714835833,0,43,M,4,ensino medio,divorciado,$80K - $120K,blue,34516.2,-
708992733,0,50,F,0,ensino medio,casado,menos que $40K,blue,1513.58,-
709488108,1,42,M,4,graduacao,solteiro,$40K - $60K,blue,10543.7,-
716094333,0,49,M,1,mestrado,solteiro,$80K - $120K,blue,17764.31,-
778567983,0,50,F,2,mestrado,solteiro,$40K - $60K,blue,1438.08,-
712178883,0,49,F,2,graduacao,solteiro,$40K - $60K,blue,6371.76,-
717490008,0,43,M,4,mestrado,divorciado,$80K - $120K,blue,19188.21,-
747208083,0,49,M,4,mestrado,solteiro,$40K - $60K,blue,2822.42,-
820276908,1,42,F,4,graduacao,casado,$40K - $60K,blue,4139.64,-
719960133,0,42,M,3,graduacao,solteiro,$80K - $120K,silver,34516.47,-
711062958,0,43,M,3,mestrado,solteiro,$120K +,blue,4121.09,-
767256933,0,43,M,5,sem educacao formal,casado,$60K - $80K,blue,2621.81,-
712568358,0,47,M,1,ensino medio,casado,$60K - $80K,blue,3394.35,-
789182358,0,56,M,1,sem educacao formal,solteiro,$80K - $120K,blue,17628.89,-
716989683,0,56,M,2,doutorado,solteiro,$80K - $120K,blue,4480.5,-
756458508,0,44,M,3,mestrado,solteiro,$60K - $80K,blue,1682.64,-
714643983,0,42,F,1,ensino medio,casado,menos que $40K,blue,2758.1,-
711606558,0,49,F,1,ensino medio,casado,menos que $40K,blue,1909.2,-
824155458,0,48,M,2,ensino medio,casado,$80K - $120K,blue,11332.51,-
710445183,0,44,M,5,doutorado,solteiro,$120K +,blue,7567.33,-
712864683,1,42,F,3,doutorado,solteiro,menos que $40K,blue,1438.5,-
721424583,0,35,F,1,ensino medio,casado,menos que $40K,blue,1918.6,-
713886333,1,47,M,2,ensino medio,casado,$60K - $80K,blue,18660.76,-
794217108,0,43,M,2,graduacao,solteiro,$120K +,blue,14315.84,-
709610283,0,42,F,4,mestrado,solteiro,menos que $40K,blue,1853.85,-
714575208,0,49,M,5,doutorado,solteiro,$40K - $60K,blue,4951.1,-
716758908,0,46,M,3,sem educacao formal,solteiro,$120K +,blue,34516.25,-
778915233,1,51,F,0,mestrado,casado,menos que $40K,blue,1757.63,-
789466008,0,47,M,5,mestrado,casado,$60K - $80K,blue,24033.22,-
713451408,0,47,M,4,ensino medio,divorciado,$60K - $80K,blue,1943.5,-
